ano,semestre,numero_questao,texto,principal,secundarias,pagina
2025,sem1,Questão 45,"Questão 45 Quando o agricultor suíço Ernest Götsch comprou sua fazenda na Bahia, nos anos 1980, quase todos os
510 hectares da propriedade haviam sido desmatados, e os animais silvestres eram raros. Os donos
anteriores passaram anos criando porcos e cultivando mandioca de forma convencional, o que esgotou
o solo e assoreou 14 riachos que cruzavam a fazenda. “Dentro de pouco menos de dois anos, eu tinha
reflorestado tudo”, conta o suíço, que também viu todos os riachos renascerem no processo.
Hoje a maior parte da propriedade virou uma reserva ambiental privada, e somente 5 hectares — menos
de 1 % do terreno — lhe geram receitas. É nessa área que, em meio a grande variedade de frutas, legumes
e árvores imensas, ele cultiva um cacau de alto valor, exportado para Portugal.
<https://tinyurl.com/nzy48dz5> Acesso em: 04.09.2024.
A partir da leitura do texto, é correto afirmar que
(A) investir em áreas desmatadas não gera lucros e receitas.
(B) preservar o meio ambiente impede a produção de alimentos.
(C) criar porcos e cultivar mandioca de forma convencional ajuda a reflorestar áreas degradadas.
(D) investir na melhora do bem-estar da população necessariamente provoca danos ao meio ambiente.
(E) preservar o meio ambiente pode gerar renda e desenvolvimento econômico.
VESTIBULINHO 1o semestre | 2025 • VESTIBULINHO 1o semestre | 2025 • 21",Meio ambiente,Interpretação de texto,20
2025,sem1,Questão 46,"Questão 46 Pronomes são importantes elementos de coesão textual e têm a função de retomar ou antecipar informações
com as quais eles estabelecem uma referência.
Analisando os pronomes em destaque no texto, é correto afirmar que
(A) I e II se referem ao termo “culinária”.
(B) II, III e IV se referem ao termo “florestas”.
(C) IV e V se referem à expressão “variante domesticada”.
(D) VI e VII se referem, respectivamente, a “frutas” e “pré-colombianos”.
(E) VIII e IX se referem, respectivamente, a “frutos” e “povos indígenas”.",Interpretação de texto,Pronomes,21
2025,sem1,Questão 47,"Questão 47 Sobre as informações presentes no texto, é correto afirmar que
(A) houve interferência humana nas florestas primárias, pois os guias locais encontraram tanto cupuaçu
quanto cupuí nessas áreas.
(B) a interferência esporádica dos povos originários da Amazônia na natureza acarretou o surgimento de novas
espécies, como o cupuí e o cupuaçu.
(C) houve duas etapas no processo de domesticação do cupuaçu: a primeira, datada entre 5 e 8 mil anos
atrás; a segunda, há cerca de 200 anos.
(D) as civilizações pré-colombianas se apropriaram dos estudos de Darwin para desenvolver frutas e grãos
mais adaptados ao meio em que se encontravam.
(E) os povos originários já utilizavam técnicas complexas de manejo agrícola, como a modificação genética e
o desmatamento, para ampliar a produção de alimentos.
22 VESTIBULINHO 1o semestre | 2025 • VESTIBULINHO 1o semestre | 2025 •",Interpretação de texto,Nenhum,21
2025,sem1,Questão 48,"Questão 48 Assinale a alternativa na qual o elemento coesivo em destaque contribui para expressar uma hipótese.
(A) “Entre 5 e 8 mil anos atrás, o cupuaçu estava sendo desenvolvido na região do médio-alto Rio Negro.”
(B) “...ela não surgiu da evolução natural da floresta: foi obra da mão humana.”
(C) “Os indígenas que viviam na região milhares de anos antes da colonização portuguesa empregaram
técnicas de domesticação de plantas para criá-la.”
(D) “Se o cupuaçu não nascia ‘naturalmente’ em áreas de fraca interferência humana, era razoável supor que
ele seria uma variante domesticada do cupuí...”
(E) “Antes da colonização, a Amazônia foi um centro de domesticação e modificação de espécies selvagens.”",Interpretação de texto,Nenhum,22
2025,sem1,Questão 49,"Questão 49 No segundo parágrafo, os travessões em “– os guias locais da região amazônica –” destacam trecho que se
refere aos mateiros, apresentando uma
(A) contradição.
(B) explicação.
(C) retificação.
(D) enumeração.
(E) advertência.",Regras de pontuação,Interpretação de texto,22
2025,sem1,Questão 50,"Questão 50 cresci feito árvore torta
numa horta
que não deveria ter dado espaço para mim.
cresci perdendo folhas,
alcancei o sol cedo demais,
queimei a ponta dos meus galhos,
e choro junto ao céu em dias de chuva
pra ninguém perceber.
crescer é um pouco de se adaptar
com se aceitar.
é um pouco injusto,
mas é necessário.
minhas raízes me empurram pro céu,
sou árvore que queria ser estrela.
João Doederlein – @AKAPOETA
<https://tinyurl.com/47zu6p23> Acesso em: 13.09.2024.
Depreende-se do poema que o processo de crescimento pressupõe
(A) reconhecer que esse processo é justo por exigir subserviência e aceitação.
(B) conciliar a aceitação de si mesmo com a necessidade de ser resiliente diante dos problemas enfrentados.
(C) expor sem receios os sofrimentos a fim de depender do apoio das pessoas com quem se convive.
(D) acelerar o processo de evolução por meio da busca constante pelo sucesso a qualquer custo.
(E) resignar-se a viver de maneira limitada, mesmo que haja condições propícias ao desenvolvimento.
VESTIBULINHO 1o semestre | 2025 • VESTIBULINHO 1o semestre | 2025 • 23",Interpretação de texto,Nenhum,22
2016,sem2,Questão 01,"Desde os tempos mais remotos, os seres humanos buscam
fontes de energia para melhorar sua qualidade de vida.
Nos dias de hoje, é praticamente impossível imaginar
a vida humana sem as diversas fontes de energia que
sustentam as suas atividades. Elas podem ser divididas em
renováveis e não renováveis.
São consideradas fontes de energia não renováveis
(A) a hidráulica e o biocombustível.
(B) a geotérmica e o hidrogênio.
(C) o petróleo e o carvão mineral.
(D) a biomassa e as marés.
(E) a solar e a eólica.",Energia,Nenhum,1
2016,sem2,Questão 03,"No Iraque, o grupo extremista que
se autoproclama “Estado Islâmico”
(EI) ganhou bastante espaço após a
invasão dessa região pelos Estados
Unidos em 2003. Atualmente, este
grupo também está em ação no
país vizinho, a Síria. O grupo tem
como fonte de renda, por exemplo,
a exploração do petróleo: o Iraque é
o segundo maior produtor mundial.
Na região onde o EI estabeleceu o
seu centro de operações, na cidade
de Mossul, às margens do rio Tigre,
o grupo se apoderou de poços
de petróleo bastante produtivos,
vendendo a partir de então o
produto clandestinamente.
<http://tinyurl.com/jtkomzh> Acesso em: 20.02.2016.
Adaptado.
Além dos impactos sociais e econômicos provocados,
o grupo em questão também destruiu patrimônios
de antigas civilizações
(A) da Mesopotâmia, como a Assíria.
(B) do Ganges, como a Hindu.
(C) do Sinai, como a Persa.
(D) do Nilo, como a Babilônica.
(E) da Grécia Antiga, como a Fenícia.",Guerras,Primeiras civilizações,1
2016,sem2,Questão 02,"A palavra petróleo deriva do latim petra (pedra) e oleum
(óleo), em sentido literal, “óleo que vem da pedra”.
Hoje, é uma das matérias primas mais importantes
da civilização moderna e necessária para a obtenção
de vários produtos como plásticos, tintas, detergentes,
farmacêuticos, entre outras aplicações.
Ele é formado
(A) pela decomposição de matéria orgânica no fundo
de antigos mares e lagos.
(B) pela decomposição de restos de minério de ferro
soterrados em bacias carboníferas.
(C) pelo soerguimento de blocos rochosos onde ocorreu
o acúmulo de material magmático.
(D) pelo soerguimento de rochas cristalinas, magmáticas
e sedimentares em vales boreais.
(E) pela sedimentação de materiais inorgânicos em
cavidades profundas do subsolo terrestre.",Substâncias e misturas,Nenhum,1
2016,sem2,Questão 04,"Questão 04 Recentemente, foi descoberta no Brasil uma camada geológica sedimentar denominada Pré-Sal, situada abaixo de uma
grande camada de sal e com grande potencial de acúmulo de petróleo. Ela está localizada na plataforma continental
brasileira, em uma área de cerca de 800 km de extensão por 200 km de largura que pode ter de 5 km a 7 km de profundidade,
entre os estados de Santa Catarina e Espírito Santo.
<http://tinyurl.com/zzr7swj> Acesso em: 20.02.2016. Original colorido.
Um dos maiores desafios para a exploração do petróleo desse local é a
(A) proximidade dessa região com as placas tectônicas do Brasil e da África, que podem se chocar.
(B) alta temperatura da água no fundo do oceano, podendo gerar combustão espontânea do petróleo.
(C) existência de constantes tsunamis que impedem a aproximação de navios cargueiros e petroleiros.
(D) grande distância que a separa do território brasileiro, uma vez que essa área se encontra no oceano Pacífico.
(E) extração do petróleo com segurança, em face da grande profundidade onde se encontram as reservas de petróleo.
VESTIBULINHO 2o SEM/2016 • Etec 3",Recursos minerais,Nenhum,2
2016,sem2,Questão 07,"No final de 2014, no Brasil, a
capacidade de processamento de gás
natural era de, aproximadamente,
98,9 milhões m³/dia. Desse total,
23% foi processado em São Paulo,
22% no Rio de Janeiro, 19% no
Espírito Santo e 19% na Bahia.
Assim, no final de 2014, os demais estados brasileiros
tinham capacidade de processamento de gás natural de,
aproximadamente, x milhões de m³/dia.
O valor de x é
(A) 16,81.
(B) 18,79.
(C) 22,75.
(D) 21,76.
(E) 36,29.",Porcentagem,Nenhum,3
2016,sem2,Questão 05,"Assinale a alternativa que apresenta uma figura de
linguagem utilizada no poema.
(A) Antítese, associação de ideias contrárias por meio de
palavras de sentidos opostos.
(B) Catacrese, emprego de uma palavra no sentido
figurado por falta de um termo apropriado.
(C) Eufemismo, atenuação de ideias consideradas
desagradáveis, ofensivas ou cruéis.
(D) Onomatopeia, palavras especiais criadas para
representar sons específicos.
(E) Paranomásia, semelhança sonora e gráfica entre
palavras de significados distintos.",Figuras de linguagem,Nenhum,3
2016,sem2,Questão 08,"O Gasoduto Bolívia-Brasil é importante para o setor
energético brasileiro, pois proporciona um considerável
aumento da oferta de gás natural no Brasil.
A empresa responsável por operar esse gasoduto controla
ininterruptamente, via satélite, a integridade dos dutos
que atravessam lagos, rios de longo curso, terrenos
alagados como o Pantanal, áreas urbanas e de preservação
ambiental.
A rede de dutos atravessa cinco estados brasileiros, dentre
eles estão os estados do
(A) Rio Grande do Norte e de Rondônia.
(B) Mato Grosso do Sul e de São Paulo.
(C) Tocantins e de Minas Gerais.
(D) Piauí e de Pernambuco.
(E) Amazonas e de Sergipe.",Cartografia,Nenhum,3
2016,sem2,Questão 06,"No poema, há o emprego do advérbio aonde. Segundo
as gramáticas normativas, esse advérbio deve ser utilizado
para indicar o local ou destino para o qual se vai, ou seja,
expressa a ideia de movimento.
Assinale a alternativa em que o emprego do advérbio
aonde está de acordo com as gramáticas normativas.
(A) Nunca sei aonde te achar.
(B) Esta é a casa aonde eu moro.
(C) Informe aonde você está agora.
(D) Não sei aonde o avião aterrissou.
(E) Aonde você pretende levar sua amiga.",Regras de pontuação,Nenhum,3
2016,sem2,Questão 09,"Questão 09 Em 1977, a NASA enviou para o espaço a sonda Voyager I
que, após realizar sua missão primária de passar próximo
a alguns planetas do Sistema Solar, segue até hoje espaço
afora. Atualmente, a sonda já se encontra bastante distante
da Terra, a cerca de 20 000 000 000 km de distância. Mesmo
a esta distância, a Voyager I se comunica com a Terra
utilizando ondas eletromagnéticas que constituem a
forma mais rápida de transporte de energia.
Considerando que a velocidade de propagação das
ondas eletromagnéticas no vácuo, em termos de sua
ordem de grandeza, é de 1 000 000 000 km/h, então, um
sinal transmitido pela Voyager I será recebido aqui na
Terra, aproximadamente, após
(A) 10 horas.
(B) 20 horas. <http://tinyurl.com/jbd6vev> Acesso em: 13.02.2016. Original colorido.
(C) 2 dias.
(D) 5 dias.
(E) 1 mês.",Velocidade média,Nenhum,4
2016,sem2,Questão 10,"Questão 10 De acordo com o texto, é correto afirmar que
(A) a primeira lâmpada ficou acesa, exatamente, 21 horas seguidas.
(B) a criação da lâmpada foi um processo fácil e não muito trabalhoso.
(C) poucos filamentos de carvão foram testados pela equipe de Edison.
(D) a invenção foi bem-sucedida devido ao uso de fio de algodão carbonizado.
(E) o inventor acreditava, no início, que a ideia de criar a lâmpada elétrica seria um processo difícil.
VESTIBULINHO 2o SEM/2016 • Etec 5",Interpretação de texto,Nenhum,4
2016,sem2,Questão 11,"A linguagem conotativa preza pelo emprego das palavras em sentido figurado ou simbólico.
Assinale a alternativa em que o autor faz uso desse tipo de linguagem.
(A) “tratava-se de achar um material que ficasse incandescente”
(B) “o ar tivesse sido retirado, pois o oxigênio facilita a combustão”
(C) “filamentos diferentes testados pela equipe de Edison queimavam em poucos minutos”
(D) “Durante mais de um ano, ele e seus assistentes fizeram e testaram filamentos”
(E) “Edison não pregou olho enquanto isso”",Figuras de linguagem,Interpretação de texto,5
2016,sem2,Questão 12,"Os gráficos da figura apresentam as evoluções da capacidade de atendimento e da demanda máxima instantânea de
energia elétrica em um país fictício no período de 2005 a 2015.
Analisando esses gráficos, é verdadeiro afirmar que
(A) de 2005 a 2008, a demanda máxima instantânea e a capacidade de atendimento apresentaram valores
compreendidos na faixa de 3 000 MW a 4 000 MW.
(B) de 2005 a 2015, houve, pelo menos, um intervalo de um ano em que a capacidade de atendimento apresentou
decrescimento.
(C) de 2005 a 2015, de ano a ano, a demanda máxima instantânea apresentou valores cada vez maiores.
(D) de 2008 a 2010, o crescimento da demanda máxima instantânea foi maior que o crescimento da capacidade
de atendimento.
(E) de 2012 a 2015, a capacidade de atendimento variou mais de 1 000 MW.",Gráficos e tabelas,Nenhum,5
2016,sem2,Questão 13,"Questão 13 Leia o trecho da letra da música Lampião de Gás, composta por Elisa Campiotti em 1957 e gravada no ano seguinte
por Inezita Barroso.
(...)
Lampião de gás
Lampião de gás
Quanta saudade
Você me traz
Minha São Paulo
Calma e serena
Que era pequena
mas grande demais!
Agora cresceu
mas tudo morreu...
Lampião de gás
que saudade me traz
O trecho da letra faz referência à história da cidade de São Paulo, expressando como
(A) o surgimento da iluminação elétrica, no século XIX, trouxe para a cidade novas qualidades, como a calma e
a serenidade.
(B) a volta da iluminação a gás, na década de 1950, permitiu à população superar as saudades que tinha da vida urbana
paulistana do passado.
(C) a cidade cresceu ainda mais e teve o seu cotidiano transformado, deixando para trás características da época
em que era iluminada pelos lampiões de gás.
(D) o crescimento impulsionado pela iluminação a gás trouxe morte e destruição por causa da poluição do ar
por ela provocada.
(E) os costumes do século XVIII se mantiveram na cidade, ainda na década de 1950, devido à sua estagnação econômica.",Interpretação de texto,Momentos históricos nacionais,6
2016,sem2,Questão 14,"Questão 14 A tabela exibe dados sobre alguns equipamentos eletrônicos usados em uma casa no mês de janeiro.
Potência Potência Tempo de funcionamento no Consumo
Equipamento
(W) (kW) mês (horas) (kWh/mês)
2 lâmpadas
200 0,20 150 30
incandescentes (100 W)
3 lâmpadas fluorescentes
60 0,06 150 9
compactas (20 W)
Chuveiro 4 500 4,50 20 90
Computador 300 0,30 150 45
Geladeira 400 0,40 200 80
Total 5 460 5,46 920 254
Dados fictícios
Considerando apenas os equipamentos da tabela e o mês de janeiro, é possível concluir que o consumo de energia elétrica
(A) de uma lâmpada incandescente é o quíntuplo do consumo de uma lâmpada fluorescente compacta.
(B) total seria de 200 kWh/mês, se o chuveiro ficasse ligado apenas 10 horas nesse mês.
(C) da geladeira é maior que um terço do consumo total.
(D) do chuveiro é o dobro do consumo da geladeira.
(E) do computador é 300 Wh/mês.
VESTIBULINHO 2o SEM/2016 • Etec 7",Interpretação de texto,Gráficos e tabelas,6
2016,sem2,Questão 15,"Questão 15 Tendo em vista a grande dificuldade em armazenar energia elétrica, a invenção da pilha representou um marco
histórico importante.
Para demonstrar a versatilidade da pilha em circuitos elétricos fechados, um professor elaborou uma experiência usando
uma pilha, duas chaves, duas lâmpadas e alguns pedaços de fio, construindo um circuito elétrico capaz de atender,
em momentos distintos, às seguintes funções:
I. acender as duas lâmpadas ao mesmo tempo;
II. acender apenas uma lâmpada e manter, ao mesmo tempo, a outra apagada, podendo esta ação ser feita para
ambas as lâmpadas;
III. manter apagadas as duas lâmpadas.
Sabendo que as tensões e correntes obtidas no circuito construído eram suficientes para que as lâmpadas se
acendessem sem se queimarem, assinale a alternativa que contenha o esquema que corresponde ao circuito construído
pelo professor.
(A) (D)
(B) (E)
(C)",Energia,Nenhum,7
2016,sem2,Questão 16,"Questão 16 O estresse do dia a dia pode provocar fadiga que perturba a rotina e torna difícil até mesmo atividades corriqueiras.
No entanto, nem sempre essa fadiga significa que o indivíduo está precisando apenas de um descanso. A sensação
de cansaço ou de falta de energia pode ser o primeiro sintoma de um problema cardíaco como, por exemplo, a má irrigação
do músculo do coração (o miocárdio), o que pode causar o infarto do miocárdio.
Apesar de o coração ter no seu interior sangue para bombear para o corpo todo, ele possui um sistema de irrigação
próprio, que lhe garante o fornecimento de gás oxigênio e nutrientes.
Sobre esse assunto, assinale a alternativa correta.
(A) O cansaço físico e mental sempre indica que o (D) A irrigação do miocárdio por um tempo prolongado
indivíduo está com sérios problemas cardíacos. pode provocar danos ao músculo cardíaco causando
o infarto, que pode ser fatal.
(B) O gás oxigênio transportado pelo sangue pode
provocar lesões no funcionamento das células da (E) O infarto do miocárdio provoca a morte de um
musculatura cardíaca. segmento do miocárdio, devido à interrupção da
corrente sanguínea que irriga o coração.
(C) A diminuição da irrigação do miocárdio pode estar
associada com o excesso de sangue no interior das
cavidades do coração.
8 VESTIBULINHO 2o SEM/2016 • Etec",Patologias,Nenhum,7
2016,sem2,Questão 17,"Questão 17 Na descrição deste painel solar, constata-se que o fluxo natural da água obedece ao fenômeno físico denominado
(A) condução. (D) liquefação.
(B) convecção. (E) sublimação.
(C) irradiação.",Estados da matéria,Nenhum,8
2016,sem2,Questão 18,"Questão 18 Na fase de testes deste painel, a água atingiu, em pouco mais de uma hora, a temperatura de 45 ºC (muito alta para um
banho). Como o aquecedor de baixo custo funcionou surpreendentemente bem, seu construtor desejou divulgar os
resultados na internet, tendo o cuidado de transcrever essa temperatura para a escala Fahrenheit, com o intuito de que
um internauta, acostumado com esta escala, também fosse capaz de entender rapidamente a informação.
Desse modo, a temperatura que deverá ser divulgada na internet será, em graus Fahrenheit, aproximadamente,
(A) 9. (D) 113.
Lembre-se que a equação de conversão
(B) 49. (E) 240. entre as escalas Celsius (t ) e Fahrenheit
C
(C) 81. (t) é dada por
F t t
C F – 32
=
5 9
VESTIBULINHO 2o SEM/2016 • Etec 9",Regra de três,Nenhum,8
2016,sem2,Questão 21,"As minas de carvão inglesas dos séculos XVIII e XIX
eram galerias subterrâneas que abasteciam a indústria
nascente daquele país. Nelas, a atividade humana era
altamente insalubre: se trabalhava aproximadamente
14 horas por dia e crianças eram utilizadas para cavar
túneis mais profundos e estreitos.
Extraindo cerca de 100 milhões de toneladas de carvão
mineral por ano, a Inglaterra passou a utilizar locomotivas,
teares e máquinas de fiação, que aos poucos substituíram
a manufatura.
Nas primeiras jazidas, utilizavam-se bombas d’água para
retirar a água que se acumulava no fundo das minas:
o escocês James Watt utilizou essa tecnologia e a adaptou
aos teares, desenvolvendo, então, segundo o historiador
José Jobson de Andrade Arruda, “o seu motor a vapor, que
desencadeou a revolução”.
<http://tinyurl.com/j5f3lyl> Acesso em: 17.02.2016. Adaptado.
A partir das informações do texto, é correto afirmar que
(A) nas jazidas de carvão vegetal, o trabalho infantil e as
jornadas extensas foram erradicadas na Inglaterra já no
século XIX, quando ainda eram comuns em outros países
europeus.
(B) a crescente substituição da manufatura, a grande utilização
do carvão mineral e o uso dos motores a vapor são
características da chamada Revolução Industrial.
(C) locomotivas, teares e máquinas de fiação puderam ser
substituídas pela manufatura, uma nova forma de produção
movida pela energia elétrica.
(D) a Revolução Inglesa, que instaurou um regime republicano,
foi desencadeada por novas tecnologias para a obtenção
de energia.
(E) a Inglaterra utilizou a tecnologia adaptada por James Watt
para poder extrair o carvão vegetal, do qual se obtinha
energia.",Momentos históricos nacionais,Revolução Industrial,9
2016,sem2,Questão 19,"Sobre o combustível usado pela locomotiva a vapor, citado no
texto, é correto afirmar que
(A) resulta da hidratação da madeira e apresenta a cor preta ou
marrom.
(B) se formou a partir da decomposição total das plantas que
viveram há milhões de anos.
(C) constitui uma fonte de energia renovável e limpa, ou seja,
que não será extinta na natureza.
(D) se originou de um processo natural de sedimentação de
resíduos orgânicos em condições específicas.
(E) fornece energia eólica e compostos orgânicos para as
máquinas a vapor quando é usado como combustível.",Energia,Nenhum,9
2016,sem2,Questão 22,"Além do carvão mineral, há também o carvão vegetal, que é
produzido pela carbonização de madeiras.
Quanto a utilização dessas fontes de energia, é correto afirmar que
(A) o carvão mineral é utilizado, principalmente, em
altos fornos de siderúrgicas e nas termoelétricas.
(B) o carvão mineral é utilizado, principalmente, no uso
doméstico, em fogões, chuveiros e churrasqueiras.
(C) o carvão vegetal é utilizado, principalmente, nas usinas
nucleares como fonte primária de energia.
(D) o carvão vegetal é utilizado, principalmente, na fabricação
de equipamentos aeroespaciais.
(E) o carvão vegetal é utilizado, principalmente, em indústrias
de fibras óticas e informática.",Energia,Recursos minerais,9
2016,sem2,Questão 20,"Considerando o processo descrito no texto, realizado pelas
plantas enquanto vivas, pode se afirmar corretamente que ele
(A) permitiu que a matéria orgânica fosse degradada em gás
carbônico e água.
(B) garantiu a produção de matéria orgânica indispensável à
vida.
(C) ocorreu no interior das células aclorofiladas dos vegetais.
(D) impediu a formação de moléculas de gás oxigênio.
(E) realizou a decomposição das bactérias e fungos.",Características básicas dos seres vivos,Nenhum,9
2016,sem2,Questão 23,"Questão 23 No processo descrito, a fonte de energia usada pelas
plantas é a energia
(A) hidrelétrica.
(B) elétrica.
(C) nuclear.
(D) eólica.
(E) solar.",Energia,Nenhum,10
2016,sem2,Questão 24,"Questão 24 NA equação química descrita no texto, apresenta,
exatamente,
(A) uma substância composta.
(B) duas substâncias simples.
(C) três substâncias compostas.
(D) quatro substâncias simples.
(E) cinco substâncias compostas",Reações químicas,Fórmulas químicas,10
2016,sem2,Questão 25,"Questão 25 As usinas hidrelétricas causam grandes impactos sociais e ambientais, sobretudo na fase de implantação. Na década
de 1970, foi construído o reservatório de Sobradinho, que inundou aproximadamente 4 214 km2 no vale médio do rio
São Francisco.
A música “Sobradinho”, de Sá e Guarabyra, faz referência a
Um dos impactos sociais causados pelo alagamento da
essa inundação.
área foi
(A) a inundação de algumas cidades e a transferência de
O homem chega, já desfaz a natureza
seus habitantes para regiões mais distantes.
Tira gente, põe represa, diz que tudo vai mudar
O São Francisco lá pra cima da Bahia (B) o aniquilamento da comunidade religiosa
Diz que dia menos dia vai subir bem devagar denominada Canudos que era dirigida por Antônio
E passo a passo vai cumprindo a profecia do beato Conselheiro.
que dizia que o Sertão ia alagar
(C) a destruição de milhares de hectares de plantações
O sertão vai virar mar, dá no coração de trigo, causando uma grande falta desse produto
O medo que algum dia o mar também vire sertão no mercado.
(D) o deslocamento da cidade de Salvador, capital do
Adeus Remanso, Casa Nova, Sento-Sé
estado da Bahia, das margens do rio São Francisco
Adeus Pilão Arcado vem o rio te engolir
para o litoral baiano.
Debaixo d’água lá se vai a vida inteira
Por cima da cachoeira o gaiola vai subir
(E) o surgimento das secas na região, pois grande
Vai ter barragem no salto do Sobradinho
parte da água do rio São Francisco foi utilizada
E o povo vai-se embora com medo de se afogar.
para encher o reservatório.
Remanso, Casa Nova, Sento-Sé
Pilão Arcado, Sobradinho
Adeus, Adeus ...
VESTIBULINHO 2o SEM/2016 • Etec 11",Meio ambiente,Interpretação de texto,10
2016,sem2,Questão 26,"Questão 26 Os condutos forçados em uma usina hidrelétrica são, na maioria dos casos, tubulações cilíndricas, que escoam o líquido
sob uma pressão diferente da atmosfera.
Na imagem, temos a representação da secção transversal de um conduto forçado cilíndrico, na qual as circunferências
são concêntricas (centro no ponto C) e a região ocupada entre a circunferência maior e a circunferência menor é chamada
de coroa circular.
10 m
C
1
5
m
Sabendo que, o raio da circunferência maior mede 15 metros e o raio da circunferência menor mede 10 metros, podemos
afirmar que a área da coroa circular é, em m²,
(A) 75.
Lembre-se de que:
(B) 125.
• Área do círculo = π r²
(C) 225.
• Adote π = 3
(D) 375.
(E) 675.",Área e perímetro,Nenhum,11
2016,sem2,Questão 27,"Questão 27 Vertedouro é um canal artificial com a finalidade
de conduzir a água através de uma barreira. Nas
usinas hidrelétricas os vertedouros são importantes,
pois escoam o excesso de água, regulando, assim,
seu nível. A capacidade máxima de escoamento
do vertedouro da usina de Itaipu é de 62 200 m³/s,
40 vezes a vazão média das Cataratas do Iguaçu.
<https://www.tinyurl.com/hzbz7ou> Acesso em: 29.02.2016. Adaptado.
Sobre o texto, é correto concluir que a vazão média das
Cataratas do Iguaçu é, em m³/min,
(A) 10 337.
(B) 29 033. <http://tinyurl.com/ybhugd> Acesso em: 29.02.2016. Original colorido.
(C) 50 373.
(D) 74 330.
(E) 93 300.
12 VESTIBULINHO 2o SEM/2016 • Etec",Regra de três,Sistemas de medida,11
2016,sem2,Questão 28,"Questão 28 Nas décadas de 1970 e de 1980, a construção da usina hidrelétrica de Itaipu causou um grande impacto na vida dos
Guarani: em 1981, mais de trinta de seus territórios, existentes na fronteira entre Brasil e Paraguai, foram inundados.
As obras do empreendimento começaram em 1974 e sua inauguração oficial ocorreu em 1982. O lago de sua
barragem ocupa uma área de 1 350 km², alagando parte de dezesseis municípios brasileiros.
<http://tinyurl.com/gujumdj> Acesso em: 13.02.2016. Adaptado.
De acordo com o texto, é correto afirmar que
(A) ao menos dezesseis municípios paraguaios na fronteira com o Brasil, habitados por povos Pataxó, foram inundados
pelo lago da barragem.
(B) ao longo dos vinte anos de construção da usina, no contexto da Guerra do Paraguai, trinta municípios daquele país
foram seriamente afetados.
(C) a construção da usina de Itaipu, no período da redemocratização do Brasil, manteve intactas áreas de preservação
ambiental e terras indígenas.
(D) respeitando os povos indígenas que, tradicionalmente, habitavam a região, o lago da barragem foi planejado em local
que não inundasse seus territórios.
(E) a usina hidrelétrica, localizada na fronteira entre Brasil e Paraguai, foi construída durante a ditadura militar brasileira e
inundou mais de trinta territórios dos Guarani.",Momentos históricos nacionais,Sociedades indígenas no Brasil,12
2016,sem2,Questão 29,"As barragens são elementos fundamentais para as usinas hidrelétricas.
De acordo com o texto, é correto afirmar que
(A) ao menos dezesseis municípios paraguaios na fronteira com o Brasil, habitados por povos Pataxó, foram inundados
pelo lago da barragem.
(B) ao longo dos vinte anos de construção da usina, no contexto da Guerra do Paraguai, trinta municípios daquele país
foram seriamente afetados.
(C) a construção da usina de Itaipu, no período da redemocratização do Brasil, manteve intactas áreas de preservação
ambiental e terras indígenas.
(D) respeitando os povos indígenas que, tradicionalmente, habitavam a região, o lago da barragem foi planejado em local
que não inundasse seus territórios.
(E) a usina hidrelétrica, localizada na fronteira entre Brasil e Paraguai, foi construída durante a ditadura militar brasileira e
inundou mais de trinta territórios dos Guarani.
O trapézio ABCD da imagem é um modelo matemático
que representa um corte vertical de uma barragem.
Na imagem, a crista mede 10 metros, a altura mede
12 metros, o talude de montante mede 13 metros e o
talude de jusante mede 15 metros.
Para calcular a medida da base, podemos dividir a figura
em outros polígonos, como triângulos.
Assim, considere um primeiro triângulo retângulo que tem
como hipotenusa o talude de montante e como catetos a
altura e uma parte da base, com medida x.
Aplicando o Teorema de Pitágoras nesse triângulo, temos:
x² + 12² = 13² x² + 144 = 169 x² = 169 – 144 x² = 25
Como procuramos uma medida, o valor será positivo, então x = 5.
Considere também, um segundo triângulo retângulo que tem como hipotenusa o talude de jusante e como catetos a
altura e outra parte da base, com medida y.
Após aplicar o Teorema de Pitágoras no segundo triângulo descrito, podemos concluir que a medida da base do trapézio
é, em metros,
(A) 5.
(B) 9.
(C) 14.
(D) 24.
(E) 50",Área e perímetro,Nenhum,12
2016,sem2,Questão 30,"A transferência de energia entre os níveis tróficos de uma
cadeia alimentar permite deduzir que
(A) o nível trófico com menor quantidade de energia
disponível é o dos produtores.
(B) todos os níveis tróficos dissiparão parte da energia
adquirida, por meio das próprias atividades
metabólicas e de calor.
(C) a quantidade de energia disponível aumenta à
medida que está sendo transferida de um nível
trófico para outro.
(D) quanto mais curta for uma cadeia alimentar, menor
será a quantidade de energia disponível para o nível
trófico mais elevado.
(E) uma cadeia alimentar deve ter sempre muitos níveis
tróficos, a fim de garantir a mesma quantidade de
energia em cada um desses níveis.",Cadeia alimentar,Nenhum,13
2016,sem2,Questão 31,"Considerando a cadeia alimentar apresentada no texto,
é correto afirmar que
(A) os consumidores terciários são organismos onívoros
que podem ocupar qualquer posição na cadeia
alimentar.
(B) os consumidores secundários alimentam-se do
resto dos alimentos deixados pelos consumidores
primários.
(C) os consumidores primários são organismos herbívoros
e se alimentam diretamente das plantas.
(D) os produtores são organismos heterótrofos, capazes
de sintetizar seu próprio alimento.
(E) os consumidores primários e secundários são
organismos carnívoros.",Cadeia alimentar,Nenhum,13
